n_qubits,n_layers,n_params,ansatz_type,entangle_pattern,entangler_gate,cost_global,n_entanglers,depth_ratio,grad_mean,grad_var,log_grad_var,samples
6,7,42,1,0,1,1,35,1.1666666666666667,-0.003985309473159181,0.00478820286778588,-2.3198274575777567,200
7,3,21,1,0,0,1,18,0.42857142857142855,0.00669609832917466,0.031826183804467244,-1.4972154333872347,200
12,2,24,0,1,0,1,24,0.16666666666666666,0.0007860388823564512,0.0004809675163477812,-3.3178842540779274,200
7,17,119,1,2,1,1,357,2.4285714285714284,-0.0015948709077578803,0.00036561261132622854,-3.4369788322628017,200
12,7,84,0,1,0,1,84,0.5833333333333334,0.0006426124980906708,0.00019023215841355067,-3.7207160644700945,200
6,16,96,1,0,1,1,80,2.6666666666666665,-0.00861501252680386,0.006801900268540202,-2.167369740109882,200
2,12,24,1,0,0,0,12,6.0,0.041085209919189264,0.13360514886904745,-0.8741768047173073,200
3,4,12,1,2,1,1,12,1.3333333333333333,-5.100087019371813e-18,4.554572743876828e-33,-18.0,200
5,5,25,0,2,0,1,50,1.0,0.007955880451425071,0.036590902832831486,-1.436626874730951,200
6,16,96,1,0,0,1,80,2.6666666666666665,0.003721698862402581,0.005645890877919894,-2.248267520021055,200
10,1,10,0,2,0,0,45,0.1,0.035586181808310545,0.5422791289182973,-0.26577711024284595,200
5,4,20,1,1,1,0,20,0.8,5.767955557622884e-19,1.4357678148909607e-33,-18.0,200
2,2,4,0,0,0,0,2,1.0,-0.07231968266718637,0.32802698386035417,-0.4840904292772461,200
5,15,75,1,1,0,1,75,3.0,0.0015140926711896244,0.013284125530505316,-1.8766670291179024,200
5,19,95,1,2,1,1,190,3.8,-0.0002455850154454736,0.01625797369058819,-1.7889335835779991,200
7,11,77,1,2,1,0,231,1.5714285714285714,-0.007906569435510793,0.003697311908916853,-2.432113910366168,200
9,17,153,1,1,1,1,153,1.8888888888888888,-0.002866384626769063,0.0009456158347244503,-3.024285263962955,200
6,14,84,0,2,0,0,210,2.3333333333333335,-0.0004863750270700651,0.01879326699922,-1.7259977160994864,200
2,3,6,0,1,1,0,6,1.5,-0.0295251673837557,0.35858134673746944,-0.445412306016693,200
8,16,128,0,1,0,1,128,2.0,0.0013466962778055209,0.004261729903470288,-2.370414078120051,200
12,19,228,0,0,0,1,209,1.5833333333333333,-0.0008775901245627437,0.0003898981844776855,-3.4090487870565864,200
11,19,209,1,0,1,1,190,1.7272727272727273,-0.00046359988221609394,0.0002685880836389782,-3.5709132594433193,200
7,4,28,1,0,0,0,24,0.5714285714285714,0.0394179006296356,0.17910157211212785,-0.7469006019978389,200
2,17,34,1,0,0,0,17,8.5,0.0052139641974266035,0.10715982791419537,-0.969967992488011,200
3,5,15,1,1,0,0,15,1.6666666666666667,-0.030779455431209773,0.12396796248874706,-0.9066905367094038,200
12,8,96,1,2,0,0,528,0.6666666666666666,0.0024051236366542735,0.011812035631217653,-1.9276752516478777,200
2,16,32,1,1,1,1,32,8.0,-0.019962293159458574,0.10815558017786897,-0.9659510686618941,200
6,14,84,1,2,1,1,210,2.3333333333333335,-0.000960126430351165,0.004007684731578544,-2.397106449995367,200
7,2,14,1,2,0,0,42,0.2857142857142857,0.0019528990492124598,0.2590435742571421,-0.5866271761978488,200
2,18,36,0,2,1,0,18,9.0,0.035548763762268114,0.20837638512878212,-0.6811515002927327,200
6,16,96,1,0,0,1,80,2.6666666666666665,-0.004411782271607801,0.006980033401851907,-2.1561424991239364,200
2,19,38,1,1,1,0,38,9.5,0.02816227004272381,0.10048841617169504,-0.9978839987675121,200
2,5,10,1,1,0,1,10,2.5,0.012061846688893147,0.03211196987594476,-1.4933330522655677,200
11,19,209,1,1,1,0,209,1.7272727272727273,0.0010704048880348233,0.00023429890980645248,-3.630229732171895,200
8,17,136,0,2,0,1,476,2.125,-0.0007515473049570182,0.0034055871382736593,-2.4678080030080767,200
11,15,165,1,2,0,0,825,1.3636363636363635,0.0030121402045606076,0.004633527315922006,-2.33408827234952,200
3,15,45,0,2,0,1,45,5.0,-0.014970238929638951,0.12787738186207026,-0.8932062639744462,200
9,6,54,0,1,1,0,54,0.6666666666666666,0.00419472909955245,0.002063914518568862,-2.685308293906563,200
7,5,35,1,1,0,0,35,0.7142857142857143,0.03213105631492954,0.12346999857969781,-0.9084385568508112,200
3,1,3,0,0,0,1,2,0.3333333333333333,0.008069679331988794,0.0832899734752946,-1.0794072762215312,200
3,16,48,1,2,0,0,48,5.333333333333333,0.02030050028000514,0.07374959711417997,-1.132240347845615,200
8,2,16,0,2,0,1,56,0.25,-0.012217560384367755,0.04587664696432268,-1.3384083313572257,200
4,8,32,1,1,0,0,32,2.0,0.02032751132291097,0.06293788126932716,-1.2010878811960368,200
6,9,54,1,0,1,1,45,1.5,-0.0016426224869587455,0.006446636968439065,-2.1906667856664868,200
12,1,12,1,1,0,0,12,0.08333333333333333,-1.1102230246251566e-18,7.209449116621403e-33,-18.0,200
6,8,48,0,1,1,0,48,1.3333333333333333,-0.021895670312606155,0.013859144158853542,-1.8582635878023808,200
3,7,21,0,1,1,0,21,2.3333333333333335,0.006084004605229489,0.09045064119774868,-1.0435883501125474,200
5,9,45,0,1,0,1,45,1.8,0.013344972954270999,0.04186003848995515,-1.3782003766670063,200
10,12,120,0,1,1,0,120,1.2,-0.0017613756293192518,0.0009882304536795422,-3.005141766859079,200
12,16,192,1,1,1,0,192,1.3333333333333333,6.39269725744683e-05,0.00012320705956175338,-3.9093644070995466,200
9,9,81,0,2,1,1,324,1.0,-8.391724815037805e-19,1.4938785520970244e-33,-18.0,200
3,19,57,0,2,1,0,57,6.333333333333333,0.0019968625260476445,0.1163993983141494,-0.9340492646132792,200
10,12,120,0,0,1,0,108,1.2,0.00690805679189616,0.010535395160478588,-1.9773491702792507,200
9,4,36,0,0,0,0,32,0.4444444444444444,-0.07340852810346533,0.29465265494687237,-0.5306896413715412,200
5,10,50,0,1,0,0,50,2.0,-0.021056767769269083,0.0478517377214482,-1.3201022863274128,200
4,19,76,1,2,1,1,114,4.75,-0.008042142477442359,0.027080307334802843,-1.5673464111445163,200
9,6,54,1,0,1,1,48,0.6666666666666666,0.0010316449347245135,0.0012692175445787384,-2.896463933214337,200
8,12,96,1,0,1,0,84,1.5,0.004513439028175727,0.01984462266746739,-1.7023571545040952,200
9,6,54,0,1,0,0,54,0.6666666666666666,-0.018739856727923963,0.06766472876082823,-1.169637654745325,200
2,19,38,1,0,1,1,19,9.5,-0.057626465329400835,0.09748568994485612,-1.0110591302922345,200
7,7,49,0,0,0,1,42,1.0,-0.011181798955064357,0.007936965831040367,-2.1003454893456888,200
2,4,8,1,0,0,0,4,2.0,-0.001975150492167804,0.06807908792231103,-1.166986271268956,200
8,17,136,0,0,0,1,119,2.125,-0.0008207254088395115,0.004830048969530337,-2.316048466124472,200
6,10,60,1,1,0,0,60,1.6666666666666667,-0.03921364552076105,0.03780855167659371,-1.422409958736662,200
2,5,10,0,1,1,1,10,2.5,0.05164078139978801,0.2726433901936328,-0.5644050266301144,200
5,9,45,1,2,0,1,90,1.8,0.005160177490204199,0.015881007464266364,-1.7991219501272457,200
10,1,10,0,0,1,0,9,0.1,-0.05265802284428831,0.48734259431412086,-0.31216562911292794,200
8,11,88,0,1,1,1,88,1.375,-0.00018663938824142973,0.004223061229380086,-2.3743726217744463,200
3,6,18,1,2,0,0,18,2.0,-0.00037348330518704564,0.08618265658799348,-1.0645801228755927,200
3,10,30,1,1,0,0,30,3.3333333333333335,-0.009727746835311432,0.055404124250583005,-1.256457905441194,200
9,14,126,1,0,0,1,112,1.5555555555555556,0.0009365977000171328,0.0003922928574212807,-3.406389599111768,200
8,14,112,1,2,1,0,392,1.75,-0.0025380405766895764,0.007637968993736968,-2.1170221089734724,200
5,15,75,1,1,1,0,75,3.0,-0.005111049954090866,0.013958746751840166,-1.8551535719129175,200
9,10,90,0,1,1,1,90,1.1111111111111112,-0.004017561060661829,0.002042507198975944,-2.6898364040880716,200
5,1,5,0,1,1,1,5,0.2,5.464378949326942e-19,1.4117541203997072e-33,-18.0,200
4,20,80,0,0,1,1,60,5.0,0.016733182522993828,0.05649483009181053,-1.2479912931598325,200
5,3,15,0,0,0,1,12,0.6,-0.004105589041715728,0.022140126883097536,-1.654819894547124,200
6,3,18,1,1,1,1,18,0.5,0.003761983344838638,0.009259386904136451,-2.03341776849791,200
9,12,108,1,0,0,1,96,1.3333333333333333,-0.001905313666688225,0.0007281947302178337,-3.137752468282598,200
6,19,114,0,2,0,0,285,3.1666666666666665,0.0017383641581716568,0.016464278741072657,-1.7834572898918348,200
7,6,42,1,1,0,1,42,0.8571428571428571,4.112514365509079e-18,1.2553696690460645e-33,-18.0,200
6,11,66,1,1,1,1,66,1.8333333333333333,-0.0023876077330880234,0.007255346184092024,-2.1393418606550525,200
2,7,14,0,2,0,0,7,3.5,-0.004408179627327362,0.20610226038031024,-0.6859172451673539,200
4,3,12,0,1,1,0,12,0.75,0.0037716984792368767,0.06114818319846999,-1.213616441957224,200
9,1,9,1,0,0,1,8,0.1111111111111111,0.0005748729225682614,0.016963839128378424,-1.770475854697875,200
2,11,22,0,2,1,0,11,5.5,0.04513255975587871,0.24005580385262199,-0.6196877895877665,200
3,16,48,1,1,0,1,48,5.333333333333333,-0.002240444252358825,0.05767675668750294,-1.238999169098667,200
12,2,24,1,2,0,1,132,0.16666666666666666,0.007661992257348011,0.003613809373426759,-2.44203475997994,200
2,14,28,1,2,1,1,14,7.0,-0.02710771422682913,0.09362472738042994,-1.0286094338836367,200
11,19,209,1,2,1,1,1045,1.7272727272727273,-2.1792463666958637e-19,2.7372772924681503e-34,-18.0,200
2,15,30,1,1,1,1,30,7.5,0.012740555925131554,0.07240876195707177,-1.140208878010508,200
4,8,32,0,1,1,0,32,2.0,0.004800342130785455,0.05392340165289803,-1.2682227189859954,200
3,14,42,0,1,1,1,42,4.666666666666667,-0.016328603361041093,0.12444501720187966,-0.9050224879268304,200
6,8,48,1,2,0,1,120,1.3333333333333333,0.0029779983778025192,0.007495431991897108,-2.1252033319563783,200
6,3,18,1,2,1,0,45,0.5,0.038915403193533565,0.13445518788572794,-0.8714224360834684,200
7,20,140,1,0,0,0,120,2.857142857142857,-0.013359239878819961,0.05682565967540519,-1.2454555139536225,200
10,3,30,1,0,0,0,27,0.3,0.03910502836721407,0.20147404394081825,-0.6957808964180114,200
6,14,84,1,0,0,0,70,2.3333333333333335,0.011682825647174315,0.05708329809793375,-1.2434909426289686,200
6,15,90,1,0,0,1,75,2.5,-0.0004577988987018125,0.006151198715165558,-2.211040242817599,200
10,15,150,1,1,1,0,150,1.5,-0.0016616519878972762,0.00047043501407491127,-3.3275003615628522,200
9,19,171,0,2,1,0,684,2.111111111111111,-0.003697901427219545,0.001935842838498171,-2.713129903816651,200
5,5,25,0,2,0,0,50,1.0,-0.03939451519234425,0.08977575416201261,-1.0468409378919497,200
9,18,162,0,0,1,1,144,2.0,-0.0025662976161153427,0.0019212700988276187,-2.716411576218668,200
7,19,133,0,1,0,0,133,2.7142857142857144,-0.002352544477770845,0.014878277312089136,-1.8274473508576616,200
3,2,6,0,1,1,0,6,0.6666666666666666,-4.996003610813204e-18,2.7791939469485566e-33,-18.0,200
7,7,49,0,1,0,0,49,1.0,0.010602740524962915,0.06456976304356252,-1.1899708073538333,200
8,18,144,0,1,0,1,144,2.25,0.00103208434713683,0.0034886301786329144,-2.457345066634357,200
11,6,66,1,1,0,0,66,0.5454545454545454,0.027883050776708586,0.3408560135634698,-0.4674290395432036,200
5,10,50,0,0,1,0,40,2.0,-0.001229977378985978,0.03256932755611465,-1.4871912080204375,200
7,12,84,1,1,0,0,84,1.7142857142857142,0.010202986576820878,0.018568685978154434,-1.731218828227269,200
12,6,72,0,0,0,0,66,0.5,0.0008043781358075586,0.1870808835878512,-0.7279705875746205,200
4,18,72,1,1,0,1,72,4.5,0.0014480072079366146,0.02728470916473241,-1.5640806711212616,200
8,16,128,0,1,1,1,128,2.0,0.0019827594105900036,0.003371423698370693,-2.472186664773207,200
2,4,8,0,0,1,0,4,2.0,0.03248684422086762,0.3284138079026253,-0.48357859159567884,200
8,7,56,1,1,1,1,56,0.875,0.00022960685562293886,0.001866895969541977,-2.728879881897007,200
2,8,16,0,1,1,1,16,4.0,0.004816023668900065,0.19090041961092058,-0.719193116999172,200
2,19,38,1,1,1,0,38,9.5,-0.019409807971161607,0.10879815557174403,-0.9633784670625042,200
6,8,48,0,0,1,0,40,1.3333333333333333,-0.0100684981696735,0.04764666901607402,-1.3219674555399075,200
12,17,204,0,1,1,0,204,1.4166666666666667,0.00048573181674602686,0.00020151785383564147,-3.695686470719855,200
3,3,9,1,0,0,1,6,1.0,-0.007582927522484537,0.0281439413117684,-1.5506150835148726,200
3,12,36,1,2,0,1,36,4.0,0.040554125945363576,0.07295803529836267,-1.1369268697258075,200
6,16,96,1,2,0,0,240,2.6666666666666665,-0.008171746258272862,0.007743757742910187,-2.111048242032696,200
6,12,72,0,1,1,0,72,2.0,0.0006280316688341384,0.018619966606928107,-1.7300211022182563,200
5,16,80,1,0,1,1,64,3.2,0.002310024934281799,0.01576572490513595,-1.8022860556764573,200
2,7,14,1,0,0,1,7,3.5,-0.007142379300881123,0.23187659482221482,-0.6347430859999922,200
5,18,90,0,0,0,1,72,3.6,-0.003910822074950817,0.02648324038798768,-1.5770288773696526,200
4,14,56,0,0,1,1,42,3.5,0.0015479023397348968,0.05551070967482052,-1.2556232204092967,200
7,2,14,1,0,0,1,12,0.2857142857142857,-0.0019132138793220555,0.004736406764743462,-2.324551007278028,200
2,14,28,1,1,1,1,28,7.0,0.028789646978116142,0.09487921531148032,-1.0228289157515593,200
10,5,50,1,2,0,1,225,0.5,0.0011979265030578569,0.00048511221685239254,-3.3141577881552777,200
9,13,117,0,0,0,0,104,1.4444444444444444,-0.007020871019304285,0.09899111960804464,-1.0044037637681946,200
11,17,187,0,0,0,1,170,1.5454545454545454,0.002488117074453236,0.0008542282601151089,-3.0684260650690725,200
2,14,28,0,2,0,1,14,7.0,0.01020905221615272,0.21421630955971252,-0.6691474668275181,200
11,1,11,1,2,0,0,55,0.09090909090909091,0.04674553490959522,0.5241087880603225,-0.2805785581487579,200
8,19,152,0,0,0,1,133,2.375,-0.0016939802853571195,0.0037553058916526033,-2.4253546813905573,200
6,9,54,0,0,1,1,45,1.5,0.009329626952567779,0.016689893402328956,-1.7775464371331056,200
6,16,96,1,0,0,0,80,2.6666666666666665,0.0020875383259486204,0.05543751628984674,-1.256196235210408,200
4,9,36,1,1,1,1,36,2.25,-0.007709699384930498,0.04200872799094434,-1.376660468542402,200
8,10,80,1,0,0,1,70,1.25,0.0025449711053002096,0.0013770496541079607,-2.861050399527901,200
11,13,143,0,0,0,1,130,1.1818181818181819,-0.002654721682336142,0.0007053266375101595,-3.151609714191381,200
5,15,75,1,1,0,0,75,3.0,0.006931017031455029,0.018651062721336167,-1.729296417428326,200
8,2,16,0,1,0,0,16,0.25,-0.0219073010258375,0.2896180892888482,-0.5381743159797893,200
12,2,24,0,1,0,0,24,0.16666666666666666,0.019357379515078214,0.2920182629949522,-0.5345899866683465,200
9,3,27,1,2,1,1,108,0.3333333333333333,8.51098705401121e-20,1.6034733742955688e-33,-18.0,200
2,6,12,1,1,1,1,12,3.0,0.009695408074901811,0.07221579259674832,-1.1413678178372395,200
5,13,65,1,1,0,1,65,2.6,0.005302578688794981,0.010911787363524746,-1.9621041056410076,200
5,6,30,1,0,0,1,24,1.2,0.008641928721246098,0.011811194327698718,-1.9277061850534,200
6,5,30,1,2,0,0,75,0.8333333333333334,-0.0530821214071971,0.11848453128668808,-0.9263383451420307,200
3,6,18,1,0,1,1,12,2.0,0.0014972624179968985,0.02648250751111094,-1.5770408958682531,200
9,9,81,0,2,0,1,324,1.0,0.002177855009287012,0.00232396645937673,-2.6337701441873524,200
2,6,12,0,0,0,0,6,3.0,-0.009324759696545145,0.21605875002301725,-0.6654281407863856,200
6,8,48,1,0,1,1,40,1.3333333333333333,0.00032961757402011935,0.006249559343667512,-2.2041506036735834,200
5,7,35,1,2,0,0,70,1.4,0.012554495890413997,0.02834931165616263,-1.5474574816585347,200
5,19,95,1,0,1,0,76,3.8,-0.014950181248164723,0.01898539293391988,-1.7215804099928587,200
9,4,36,0,0,0,1,32,0.4444444444444444,0.000877107019937694,0.0031067145678555404,-2.5076986461012094,200
6,7,42,1,2,1,0,105,1.1666666666666667,-0.010298015479396643,0.01282283627929754,-1.8920159027259815,200
12,6,72,0,1,1,1,72,0.5,-0.0020065885437932298,0.00026157533778694284,-3.5824032051793653,200
12,19,228,0,0,0,1,209,1.5833333333333333,-0.00020136891180050042,0.0004105598226614697,-3.3866235528956805,200
8,6,48,1,1,0,0,48,0.75,0.03514647169850914,0.1288912856600119,-0.8897764443045135,200
11,12,132,0,1,1,1,132,1.0909090909090908,0.0028980638986556726,0.0004940688012471037,-3.3062125694540696,200
7,2,14,1,1,0,1,14,0.2857142857142857,4.2853090867489564e-19,1.6933167039738975e-33,-18.0,200
3,8,24,1,1,0,0,24,2.6666666666666665,-0.010557661139316823,0.10922533434977888,-0.9616766171970916,200
5,9,45,1,2,0,1,90,1.8,-0.009131728509539028,0.01592176671670406,-1.798008743586745,200
5,8,40,1,2,1,0,80,1.6,0.017001544387608605,0.0791395264347716,-1.1016065528491277,200
12,10,120,0,2,1,1,660,0.8333333333333334,1.218643241873707e-18,3.3544356304104553e-34,-18.0,200
6,9,54,1,2,0,1,135,1.5,-0.0024496125471875595,0.005752185383946533,-2.240167125767103,200
3,17,51,1,1,1,1,51,5.666666666666667,0.032069882099491125,0.05218013459966686,-1.2824948049633336,200
7,1,7,0,2,0,0,21,0.14285714285714285,-0.07032868546099859,0.5439219479809568,-0.26446341646575616,200
4,18,72,1,2,1,0,108,4.5,-0.00044348307975949767,0.03268386498227215,-1.4856665922490813,200
6,15,90,1,0,0,0,75,2.5,0.02811313025846534,0.08093148565053135,-1.0918824872374275,200
2,15,30,0,2,1,1,15,7.5,-0.03386406057124549,0.22232089523188428,-0.6530197174294765,200
7,9,63,0,2,0,0,189,1.2857142857142858,-0.01655687424168692,0.01456282725197816,-1.8367543021702382,200
7,5,35,1,0,0,0,30,0.7142857142857143,0.029328228935881284,0.11946767807392554,-0.922749576999116,200
10,4,40,1,2,1,0,180,0.4,-0.0462291557923775,0.49720843957703,-0.3034615082873787,200
9,16,144,0,2,1,1,576,1.7777777777777777,3.658098129966092e-18,1.3117117223523541e-33,-18.0,200
9,5,45,0,2,1,0,180,0.5555555555555556,0.0007103934502807166,0.025848610505243938,-1.587562797487801,200
3,15,45,1,1,1,1,45,5.0,0.022930855550366815,0.05978903730298889,-1.2233784393439515,200
3,17,51,1,0,1,1,34,5.666666666666667,-0.015097795033758377,0.05784193233038572,-1.2377572069582359,200
9,15,135,1,2,0,1,540,1.6666666666666667,-0.0018282256431692118,0.0008298170360665987,-3.081017653390187,200
10,18,180,1,1,0,1,180,1.8,0.0018460150916530577,0.000450253197841785,-3.34654319399958,200
5,14,70,0,2,0,0,140,2.8,0.0006357864154338611,0.028135783632519708,-1.55074098445384,200
3,19,57,0,0,1,0,38,6.333333333333333,0.007987839169576749,0.11661125427900836,-0.933259533321376,200
3,19,57,0,1,1,1,57,6.333333333333333,-0.026374814595841053,0.10517105161702825,-0.9781037835004109,200
12,5,60,0,2,1,1,330,0.4166666666666667,-1.3856103764364746e-18,9.02839277803013e-34,-18.0,200
6,7,42,1,1,1,0,42,1.1666666666666667,0.0025777039716092047,0.008070025249660029,-2.093125106446348,200
10,16,160,0,2,1,1,720,1.6,-7.611099250848241e-19,8.002003773039026e-34,-18.0,200
5,9,45,0,0,1,1,36,1.8,0.0039348436937347575,0.03678363479923805,-1.4343453578805552,200
3,18,54,0,0,0,1,36,6.0,0.011024756684100457,0.10497774019871095,-0.9789027802990004,200
8,13,104,1,2,1,0,364,1.625,0.006147694620142509,0.005893156992552884,-2.22965198923045,200
4,13,52,0,0,1,1,39,3.25,0.030263864140541608,0.0503911808676124,-1.2976454642622333,200
4,7,28,0,2,0,1,42,1.75,-0.009630155291947358,0.060067463442650154,-1.221360707258895,200
10,19,190,0,1,0,1,190,1.9,-0.0016188879451048122,0.0008778410107249732,-3.05658413377185,200
7,11,77,1,2,0,0,231,1.5714285714285714,-0.007423538450205899,0.011017807090516238,-1.957904835906947,200
10,6,60,1,2,0,0,270,0.6,-0.00706382671185318,0.0713895250274614,-1.1463655075026578,200
2,6,12,1,1,0,0,12,3.0,-0.003286179778994537,0.3040476412177485,-0.5170583614671938,200
8,12,96,0,0,0,0,84,1.5,0.025564294064118646,0.1138483219701349,-0.9436733661422201,200
8,14,112,1,2,1,0,392,1.75,0.002507277935892015,0.0022732225937800946,-2.6433580361108295,200
5,2,10,1,0,0,1,8,0.4,0.0042206976898677044,0.010509084699719425,-1.9784351076797897,200
2,14,28,1,0,1,1,14,7.0,-0.006740527086299197,0.09800778578714985,-1.0087394223678536,200
2,14,28,1,1,1,0,28,7.0,0.031319790186064574,0.12042678715127661,-0.9192768999715634,200
4,18,72,1,1,0,1,72,4.5,0.013497899229192829,0.027742099218578186,-1.5568606793639959,200
6,8,48,0,1,0,1,48,1.3333333333333333,0.003170980166115466,0.01598284028706538,-1.7963460403293228,200
10,12,120,0,0,0,1,108,1.2,-0.001435438919808536,0.0012040498870930334,-2.919355518692495,200
3,15,45,0,1,1,0,45,5.0,0.017693151118421704,0.10393499177287874,-0.9832382139881023,200
9,5,45,0,0,1,1,40,0.5555555555555556,0.0009640629451137525,0.003763780090384659,-2.4243757594005984,200
10,6,60,1,1,1,1,60,0.6,1.9937610636595605e-05,0.0005150173266244963,-3.288178159830986,200
4,11,44,1,0,0,1,33,2.75,-0.00538709598265876,0.032513016370247304,-1.4879427372960878,200
5,7,35,0,0,0,0,28,1.4,0.007804774851574808,0.15394251365001796,-0.8126414263420869,200
6,7,42,1,0,0,1,35,1.1666666666666667,1.0430024899310552e-18,1.987956732877584e-33,-18.0,200
3,6,18,0,1,1,1,18,2.0,-0.007712711857595566,0.0935646043586944,-1.0288884144989354,200
2,14,28,1,0,1,1,14,7.0,0.028335527769038967,0.08468015101456601,-1.0722183761517492,200
4,9,36,1,1,0,1,36,2.25,-0.002136938659450904,0.025821248226619752,-1.588022767304683,200
12,3,36,0,2,0,1,198,0.25,0.001251818848811419,0.0006755395000871189,-3.1703492518701855,200
7,20,140,1,0,0,0,120,2.857142857142857,0.026778680037739165,0.06344298598590907,-1.197616384853669,200
3,16,48,1,0,0,1,32,5.333333333333333,-0.008788075447856513,0.062442334612648816,-1.2045208677743167,200
7,7,49,0,2,0,1,147,1.0,0.01573733875173875,0.009355900887876715,-2.028914387555085,200
4,19,76,0,1,0,1,76,4.75,-0.004120582932731692,0.05103226859333642,-1.2921551250703074,200
4,15,60,0,1,1,1,60,3.75,-0.0033492025773843442,0.05391462516775251,-1.2682934098023984,200
3,6,18,0,0,0,0,12,2.0,-0.017507872903182484,0.22137994341426961,-0.6548617278975492,200
4,16,64,1,0,0,0,48,4.0,-0.0032421427079976873,0.06381980694176174,-1.195044513903937,200
3,1,3,1,0,1,0,2,0.3333333333333333,-0.029704158127716457,0.5177191638182108,-0.2859057589384404,200
9,5,45,0,0,0,0,40,0.5555555555555556,-0.025581061450830583,0.19329452127093114,-0.7137804554154339,200
5,9,45,0,2,1,0,90,1.8,-0.005000132055225915,0.033661431601238016,-1.472867417674018,200
9,3,27,1,1,0,0,27,0.3333333333333333,2.914335439641036e-18,3.939663034939086e-33,-18.0,200
10,6,60,1,0,1,1,54,0.6,0.0003945468932966741,6.948200819247797e-05,-4.1581276379176835,200
7,17,119,0,1,1,0,119,2.4285714285714284,-0.005104533684926135,0.008488265325878657,-2.0711810537339463,200
3,19,57,1,0,1,0,38,6.333333333333333,-0.019647027804113495,0.060769769241093854,-1.216312412780705,200
2,12,24,1,2,1,0,12,6.0,0.014237860393401547,0.11944266182356483,-0.9228405267632319,200
2,3,6,1,0,1,1,3,1.5,4.163336342344337e-19,6.370321439851884e-33,-18.0,200
12,5,60,0,1,1,0,60,0.4166666666666667,-9.716242374878517e-05,0.00036408337953403177,-3.4387991462278515,200
7,11,77,0,1,0,0,77,1.5714285714285714,-0.0010255063537419518,0.02701445995199152,-1.5684037100501744,200
9,18,162,0,1,0,1,162,2.0,-0.0032387156950495046,0.00257379990261726,-2.5894252198897134,200
2,7,14,1,1,0,0,14,3.5,-0.05054752435385466,0.19550622115612562,-0.7088394184686817,200
7,17,119,1,2,1,1,357,2.4285714285714284,0.0029620569934789855,0.0028054932460310853,-2.55199077248359,200
10,7,70,0,1,0,1,70,0.7,0.0001640505222871605,0.001136324158150691,-2.9444977601618882,200
2,5,10,1,2,1,0,5,2.5,-0.02766014858521749,0.20046242840937162,-0.6979670128867261,200
12,7,84,1,1,0,0,84,0.5833333333333334,0.008125205464897655,0.04938050900908905,-1.3064444377192084,200
2,18,36,1,2,0,1,18,9.0,0.011197089396005576,0.0989245219863578,-1.0046960396132478,200
9,5,45,1,0,0,1,40,0.5555555555555556,-0.0027895676173602456,0.0010589089890592235,-2.9751413649613454,200
3,9,27,0,1,0,1,27,3.0,-0.0034180301356441533,0.12919299767830322,-0.8887610246697709,200
3,12,36,1,0,1,0,24,4.0,-0.006547051717659169,0.06731023712956567,-1.171918879449487,200
10,1,10,1,1,0,0,10,0.1,0.0838338974395097,0.48358479337054516,-0.3155273642610081,200
3,3,9,0,1,1,1,9,1.0,-0.009905846642214977,0.05429355247269196,-1.265251741162295,200
9,6,54,1,2,0,0,216,0.6666666666666666,0.016056454055667392,0.10789074135459537,-0.9670158227048036,200
10,19,190,0,0,0,1,171,1.9,-0.000338603746328528,0.0012014045633810906,-2.9203107227736624,200
2,3,6,0,0,1,0,3,1.5,-0.013283348658031973,0.33076382002424765,-0.48048200100325394,200
11,9,99,1,0,0,1,90,0.8181818181818182,0.0010277176927306645,0.00019097370963041928,-3.71902641572773,200
2,4,8,1,1,0,1,8,2.0,-0.007574075831389751,0.08626565855937178,-1.0641620578929398,200
7,3,21,0,0,1,1,18,0.42857142857142855,0.014078829420014689,0.011542566861340229,-1.9376976010803073,200
9,11,99,0,1,0,1,99,1.2222222222222223,-0.004923670165162256,0.002690761178988225,-2.5701248467365287,200
9,11,99,0,0,1,0,88,1.2222222222222223,-0.022362186392093406,0.016856129685146586,-1.773242136077763,200
6,7,42,1,2,0,1,105,1.1666666666666667,0.0009137875195878303,0.004880500006828553,-2.311535682283629,200
6,18,108,0,2,1,1,270,3.0,0.0009520958204706742,0.010664155032732704,-1.9720735498872473,200
11,14,154,1,1,0,0,154,1.2727272727272727,0.012810876526882809,0.02434483443970195,-1.6135931745856718,200
12,6,72,0,0,0,0,66,0.5,0.04823697362071865,0.17771531025906967,-0.7502751559054017,200
3,1,3,1,1,1,0,3,0.3333333333333333,-5.134781488891349e-18,4.792310739918203e-33,-18.0,200
10,6,60,0,0,0,0,54,0.6,-0.0200218034508811,0.2017560767173186,-0.6951733758373384,200
12,17,204,0,2,1,1,1122,1.4166666666666667,5.269222558279552e-19,2.575778533372095e-34,-18.0,200
2,8,16,0,2,0,0,8,4.0,0.01845082039260758,0.26324952441573035,-0.5796324047343488,200
8,19,152,1,2,1,1,532,2.375,-0.000714401173098347,0.00028439508874544746,-3.546077907763538,200
2,13,26,1,1,0,1,26,6.5,-0.051350141079590725,0.07308498406796528,-1.1361718433746906,200
8,6,48,1,2,1,1,168,0.75,2.3744027577432547e-19,1.194475574147035e-33,-18.0,200
10,18,180,1,1,1,1,180,1.8,0.0009694860417480281,0.0004381962750656642,-3.3583313185263477,200
3,1,3,0,0,0,1,2,0.3333333333333333,0.03379683161468486,0.11696495255923592,-0.9319442509914602,200
